Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Conference name,Document Type
You X.; Chakrabarti S.; Chen B.; Wu X.,Analyzing Convergence in Quantum Neural Networks: Deviations from Neural Tangent Kernels,2023,Proceedings of Machine Learning Research,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174228673&partnerID=40&md5=9f9e864abda92941ad688d5efe2e0348,"A quantum neural network (QNN) is a parameterized mapping efficiently implementable on near-term Noisy Intermediate-Scale Quantum (NISQ) computers. It can be used for supervised learning when combined with classical gradient-based optimizers. Despite the existing empirical and theoretical investigations, the convergence of QNN training is not fully understood. Inspired by the success of the neural tangent kernels (NTKs) in probing into the dynamics of classical neural networks, a recent line of works proposes to study over-parameterized QNNs by examining a quantum version of tangent kernels. In this work, we study the dynamics of QNNs and show that contrary to popular belief it is qualitatively different from that of any kernel regression: due to the unitarity of quantum operations, there is a non-negligible deviation from the tangent kernel regression derived at the random initialization. As a result of the deviation, we prove the at-most sublinear convergence for QNNs with Pauli measurements, which is beyond the explanatory power of any kernel regression dynamics. We then present the actual dynamics of QNNs in the limit of over-parameterization. The new dynamics capture the change of convergence rate during training, and implies that the range of measurements is crucial to the fast QNN convergence. © 2023 Proceedings of Machine Learning Research. All rights reserved.",,Machine learning; Parameterization; Regression analysis; Classical neural networks; Empirical investigation; Gradient-based optimizers; Kernel regression; Neural networks trainings; Parameterized; Quanta computers; Quantum neural networks; Theoretical investigations; Unitarity; Dynamics,"40th International Conference on Machine Learning, ICML 2023",Conference paper
Incudini M.; Grossi M.; Ceschini A.; Mandarino A.; Panella M.; Vallecorsa S.; Windridge D.,Resource saving via ensemble techniques for quantum neural networks,2023,Quantum Machine Intelligence,0,10.1007/s42484-023-00126-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173578065&doi=10.1007%2fs42484-023-00126-z&partnerID=40&md5=848726c56a23792552978904f17f53a1,"Quantum neural networks hold significant promise for numerous applications, particularly as they can be executed on the current generation of quantum hardware. However, due to limited qubits or hardware noise, conducting large-scale experiments often requires significant resources. Moreover, the output of the model is susceptible to corruption by quantum hardware noise. To address this issue, we propose the use of ensemble techniques, which involve constructing a single machine learning model based on multiple instances of quantum neural networks. In particular, we implement bagging and AdaBoost techniques, with different data loading configurations, and evaluate their performance on both synthetic and real-world classification and regression tasks. To assess the potential performance improvement under different environments, we conducted experiments on both simulated, noiseless software and IBM superconducting-based QPUs, suggesting these techniques can mitigate the quantum hardware noise. Additionally, we quantify the amount of resources saved using these ensemble techniques. Our findings indicate that these methods enable the construction of large, powerful models even on relatively small quantum devices. © 2023, The Author(s).",Bagging; Boosting; Ensemble technique; Quantum machine learning; Quantum neural network,Machine learning; Qubits; Bagging; Boosting; Current generation; Ensemble techniques; Machine-learning; Performance; Quantum machine learning; Quantum machines; Quantum neural networks; Resource savings; Adaptive boosting,,Article
Wang Y.; Xi X.; Orshansky M.,Lattice PUF: A Strong Physical Unclonable Function Provably Secure against Machine Learning Attacks,2020,"Proceedings of the IEEE International Symposium on Hardware Oriented Security and Trust, HOST 2020",13,10.1109/HOST45689.2020.9300270,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099434557&doi=10.1109%2fHOST45689.2020.9300270&partnerID=40&md5=8236dfb610a64dc302a151f3e6e392d2,"We propose a strong physical unclonable function (PUF) provably secure against machine learning (ML) attacks with both classical and quantum computers. Its security is derived from cryptographic hardness of learning decryption functions of public-key cryptosystems. Our design compactly realizes the decryption function of the learning-with-errors (LWE) cryptosystem. Due to the fundamental connection of LWE to lattice problems, we call the construction the lattice PUF. Lattice PUF is constructed using a physically obfuscated key (POK), an LWE decryption function block, and a linear-feedback shift register (LFSR) as a pseudo-random number generator. The POK provides the secret key of the LWE decryption function; its stability is ensured by a fuzzy extractor (FE). To reduce the challenge size, we exploit distributional relaxations of space-efficient LWEs. That allows only a small challenge-seed to be transmitted with the full-length challenge generated by the LFSR, resulting in a 100X reduction of communication cost. To prevent an active challenge-manipulation attack, a self-incrementing counter is embedded into the challenge seed. We prototyped the lattice PUF with 2136 challenge-response pairs (CRPs) on a Spartan 6 FPGA, which required 45 slices for the PUF logic proper and 233 slices for the FE. Simulation-based evaluation shows the mean (std) of uniformity to be 49.98 % (1. 58%), of uniqueness to be 50.00 % (1. 58%), and of reliability to be 1. 26% (2. 88%). The LWE concrete hardness estimator guarantees that a successful ML attack of the lattice PUF will require the infeasible 2128 CPU operations. Several classes of empirical ML attacks, including support vector machine, logistic regression, and deep neural networks, are used: in all attacks, the prediction error remains above 49.76% after 1 million training CRPs.  © 2020 IEEE.",Lattice Cryptography; ML Resistance; PAC Learning; Strong PUF,Deep learning; Deep neural networks; Hardness; Learning systems; Logistic regression; Number theory; Public key cryptography; Quantum computers; Quantum cryptography; Random number generation; Shift registers; Support vector machines; Support vector regression; Challenge-response pair; Communication cost; Hardness of learning; Learning with Errors; Linear feedback shift registers; Physical unclonable functions (PUF); Pseudo random number generators; Public key cryptosystems; Hardware security,"2020 IEEE International Symposium on Hardware Oriented Security and Trust, HOST 2020",Conference paper
Luangsirapornchai N.; Chongstitvatana P.,Quantum Circuit for Regression Learning with Backpropagation,2021,ICSEC 2021 - 25th International Computer Science and Engineering Conference,0,10.1109/ICSEC53205.2021.9684610,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125168139&doi=10.1109%2fICSEC53205.2021.9684610&partnerID=40&md5=e5387a371fc77d7cf9b203297fa1a7f3,"This work reports the experiment on building quantum circuit for regression learning using qiskit library. The circuit is based on Watabe's work with some modification based on our interpretation. The parameters and results are stored and used in the quantum circuits. We performed the experiments on fitting the linear function and quadratic function. From the experiment, learning the linear function is more accurate than quadratic function within 120 times of training. The initial parameters effect on the number of rounds of training and the accuracy of the result are investigated.  © 2021 IEEE.",Quantum Computing; Quantum Machine Learning,Backpropagation; Timing circuits; Experiment learning; Initial parameter; Linear functions; Linear quadratic; Machine-learning; Quadratic function; Quantum circuit; Quantum Computing; Quantum machine learning; Quantum machines; Quantum computers,"25th International Computer Science and Engineering Conference, ICSEC 2021",Conference paper
Nemnes G.A.; Mitran T.L.; Preda A.T.; Ghiu I.; Marciu M.; Manolescu A.,Investigation of bi-particle states in gate-Array-controlled quantum-dot systems aided by machine learning techniques,2022,Physica Scripta,1,10.1088/1402-4896/ac5ff6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128913073&doi=10.1088%2f1402-4896%2fac5ff6&partnerID=40&md5=db056883feaebca3abd2798809d7a737,"Quantum computing architectures require an accurate and efficient description in terms of many-electron states. Recent implementations include quantum dot arrays, where the ground state of a multi q-bit system can be altered by voltages applied to the top gates. An extensive investigation concerning the spectra of the many-electron systems under multiple operation conditions set by external voltages typically requires a relatively large number of Hamiltonian diagonalizations, where the Coulomb interaction is considered in an exact manner. Instead of making exhaustive calculations using high throughput computing, we approach this problem by augmenting numerical diagonalizations with machine learning techniques designed to predict the many-electron eigenvalues and eigenfunctions. To this end, we employ and compare the results from linear regression methods such as multivariate least squares (MLS) as well as non-linear techniques based on kernel ridge regression (KRR), Gaussian process regression (GPR) and artificial neural networks (ANNs). The input feature vectors are assembled from readily available information comprised from a binary representation of the potential and the strength of the Coulomb interaction. Furthermore, employing a linear classifier, we establish a rule for detecting a singlet-Triplet transition which may arise for certain potential configurations.  © 2022 IOP Publishing Ltd.",exact-diagonalization; machine learning; many-body systems; quantum dots,Computer architecture; Coulomb interactions; Eigenvalues and eigenfunctions; Ground state; Hamiltonians; Learning algorithms; Least squares approximations; Machine learning; Nanocrystals; Neural networks; Quantum computers; Quantum optics; Regression analysis; Diagonalizations; Exact diagonalization; Gate arrays; Machine learning techniques; Many electron; Many-body systems; Particle state; Quantum computing architectures; Quantum dot arrays; Quantum dot systems; Semiconductor quantum dots,,Article
Hou Y.-Y.; Li J.; Chen X.-B.; Tian Y.,Quantum partial least squares regression algorithm for multiple correlation problem,2022,Chinese Physics B,4,10.1088/1674-1056/ac1b84,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126066937&doi=10.1088%2f1674-1056%2fac1b84&partnerID=40&md5=36911d2e1f6ad315414b7b9e9906110d,"Partial least squares (PLS) regression is an important linear regression method that efficiently addresses the multiple correlation problem by combining principal component analysis and multiple regression. In this paper, we present a quantum partial least squares (QPLS) regression algorithm. To solve the high time complexity of the PLS regression, we design a quantum eigenvector search method to speed up principal components and regression parameters construction. Meanwhile, we give a density matrix product method to avoid multiple access to quantum random access memory (QRAM) during building residual matrices. The time and space complexities of the QPLS regression are logarithmic in the independent variable dimension n, the dependent variable dimension w, and the number of variables m. This algorithm achieves exponential speed-ups over the PLS regression on n, m, and w. In addition, the QPLS regression inspires us to explore more potential quantum machine learning applications in future works. © 2022 Chinese Physical Society and IOP Publishing Ltd.",eigenvalue decomposition; partial least squares regression; quantum machine learning,Learning algorithms; Least squares approximations; Machine learning; Matrix algebra; Principal component analysis; Random access storage; Regression analysis; Eigen-value; Eigenvalue decomposition; Least-square regression algorithms; Linear regression methods; Multiple correlation; Multiple regressions; Partial least square regression; Principal-component analysis; Quantum machine learning; Variable-dimension; Eigenvalues and eigenfunctions,,Article
Hamilton K.E.; Lynn E.; Pooser R.C.,Mode connectivity in the loss landscape of parameterized quantum circuits,2022,Quantum Machine Intelligence,0,10.1007/s42484-021-00059-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130034337&doi=10.1007%2fs42484-021-00059-5&partnerID=40&md5=4276c229cc30fc60fc6741e4b9d7204b,"Variational training of parameterized quantum circuits (PQCs) underpins many workflows employed on near-term noisy intermediate scale quantum (NISQ) devices. It is a hybrid quantum-classical approach that minimizes an associated cost function in order to train a parameterized ansatz. In this paper we adapt the qualitative loss landscape characterization for neural networks introduced in Goodfellow et al. (2014); Li et al. (2017) and tests for connectivity used in Draxler et al. (2018) to study the loss landscape features in PQC training. We present results for PQCs trained on a simple regression task, using the bilayer circuit ansatz, which consists of alternating layers of parameterized rotation gates and entangling gates. Multiple circuits are trained with 3 different batch gradient optimizers: stochastic gradient descent, the quantum natural gradient, and Adam. We identify large features in the landscape that can lead to faster convergence in training workflows. © 2022, Springer Nature Switzerland AG.",Circuit design; Gradient-based optimization; Mode connectivity; Quantum machine learning; Visualization,Cost functions; Gradient methods; Machine learning; Optimization; Stochastic systems; Timing circuits; Circuit designs; Classical approach; Gradient-based optimization; Mode connectivity; Parameterized; Quantum circuit; Quantum device; Quantum machine learning; Quantum-classical; Work-flows; Parameterization,,Article
Suzuki Y.; Gao Q.; Pradel K.C.; Yasuoka K.; Yamamoto N.,Natural quantum reservoir computing for temporal information processing,2022,Scientific Reports,13,10.1038/s41598-022-05061-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123717106&doi=10.1038%2fs41598-022-05061-w&partnerID=40&md5=47c9731de75f703d662ebe2305090180,"Reservoir computing is a temporal information processing system that exploits artificial or physical dissipative dynamics to learn a dynamical system and generate the target time-series. This paper proposes the use of real superconducting quantum computing devices as the reservoir, where the dissipative property is served by the natural noise added to the quantum bits. The performance of this natural quantum reservoir is demonstrated in a benchmark time-series regression problem and a practical problem classifying different objects based on temporal sensor data. In both cases the proposed reservoir computer shows a higher performance than a linear regression or classification model. The results indicate that a noisy quantum device potentially functions as a reservoir computer, and notably, the quantum noise, which is undesirable in the conventional quantum computation, can be used as a rich computation resource. © 2022, The Author(s).",,,,Article
Huusari R.; Kadri H.,Entangled Kernels-Beyond Separability,2021,Journal of Machine Learning Research,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105852410&partnerID=40&md5=09a8efddbf1e00804e1e3e8dda4f4ba9,"We consider the problem of operator-valued kernel learning and investigate the possibility of going beyond the well-known separable kernels. Borrowing tools and concepts from the field of quantum computing, such as partial trace and entanglement, we propose a new view on operator-valued kernels and define a general family of kernels that encompasses previously known operator-valued kernels, including separable and transformable kernels. Within this framework, we introduce another novel class of operator-valued kernels called entangled kernels that are not separable. We propose an efficient two-step algorithm for this framework, where the entangled kernel is learned based on a novel extension of kernel alignment to operator-valued kernels. We illustrate our algorithm with an application to supervised dimensionality reduction, and demonstrate its effectiveness with both artificial and real data for multi-output regression. &copy; 2021 Riikka Huusari and Hachem Kadri. © 2021 Microtome Publishing. All rights reserved.",Entangled Kernels; Kernel Learning; Multi-output Learning; Operator-valued Kernels; Vector-valued RKHS,Dimensionality reduction; Quantum computers; Supervised learning; Kernel alignments; Kernel learning; Multi-output; Quantum Computing; Two-step algorithms; Quantum entanglement,,Article
Popescu C.M.,Learning bounds for quantum circuits in the agnostic setting,2021,Quantum Information Processing,6,10.1007/s11128-021-03225-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114018336&doi=10.1007%2fs11128-021-03225-7&partnerID=40&md5=5a15bad26355dafe8216799408593f44,"In this paper, we investigate the learnability of some hypothesis sets for regression and binary classification defined by quantum circuits. The analysis is based on concepts and results from quantum computing (Solovay–Kitaev theorem) and statistical learning theory (covering numbers and Rademacher complexity). The obtained learning bounds depend polynomially on the parameters defining the circuits set, namely the number of qubits and the number of 1 and 2 qubits gates used for their implementation. Our setting is quite general: no realisability assumptions are made, and any 1 and 2 qubits gates are allowed. Finally, we compare the current bounds with others found in the literature and discuss their implications for classification and regression on quantum data. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",Covering numbers; Learning bounds; Quantum circuit complexity,Timing circuits; Agnostic setting; Binary classification; Covering numbers; Quantum circuit; Quantum Computing; Rademacher complexity; Realisability; Statistical learning theory; Qubits,,Article
Shankar S.; Towsley D.,Bosonic Random Walk Neural Networks for Graph Learning,2022,Studies in Computational Intelligence,0,10.1007/978-3-030-93413-2_34,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122491615&doi=10.1007%2f978-3-030-93413-2_34&partnerID=40&md5=c1918d8aa155c6b00d929a5fa69093bc,"The development of Graph Neural Networks (GNNs) has led to great progress in machine learning on graph-structured data. These networks operate via diffusing information across the graph nodes while capturing the structure of the graph. Recently there has also seen tremendous progress in quantum computing techniques. In this work, we explore applications of multi-particle quantum walks on diffusing information across graphs. Our model is based on learning the operators that govern the dynamics of quantum random walkers on graphs. We demonstrate the effectiveness of our method on classification and regression tasks. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Graph classification; Graph neural network; Graph regression; Quantum learning; Quantum random walk,,"10th International Conference on Complex Networks and Their Applications, COMPLEX NETWORKS 2021",Conference paper
Iannelli G.; Jansen K.,Noisy Bayesian optimization for variational quantum eigensolvers,2022,Proceedings of Science,4,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134431951&partnerID=40&md5=d0da298d848f8343d4ce07b88963f6d0,"The variational quantum eigensolver (VQE) is a hybrid quantum-classical algorithm used to find the ground state of a Hamiltonian using variational methods. In the context of this Lattice symposium, the procedure can be used to study lattice gauge theories (LGTs) in the Hamiltonian formulation. Bayesian optimization (BO) based on Gaussian process regression (GPR) is a powerful algorithm for finding the global minimum of a cost function, e.g. the energy, with a very low number of iterations using data affected by statistical noise. This work proposes an implementation of GPR and BO specifically tailored to perform VQE on quantum computers already available today. © Copyright owned by the author(s) under the terms of the Creative Commons Attribution-NonCommercial-NoDerivatives 4.0 International License (CC BY-NC-ND 4.0)",,Cost functions; Global optimization; Ground state; Lattice theory; Quantum computers; Quantum theory; Bayesian optimization; Cost-function; Eigensolvers; Energy; Gaussian process regression; Global minimum; Hamiltonian formulations; Lattice gauge theory; Quantum-classical; Variational methods; Hamiltonians,"38th International Symposium on Lattice Field Theory, LATTICE 2021",Conference paper
Bandi D.; Shi Y.; Shahriar H.; Lo D.; Suo K.; Chi H.; Qian K.,Quantum Machine Learning for Security Data Analysis,2023,"2023 IEEE World AI IoT Congress, AIIoT 2023",0,10.1109/AIIoT58121.2023.10174430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166673184&doi=10.1109%2fAIIoT58121.2023.10174430&partnerID=40&md5=9b776c0fb914e647f1b49b0f7f2ac06e,"In this paper, we apply Quantum Machine Learning to analyze security datasets. We compare cross-models, Quantum Machine Learning (QML) against Classical Machine Learning (CML), performance with increasing data size, and performance with increasing iteration numbers using commonly used machine learning techniques such as Neural Networks (NN), Support Vector Machines (SVM), and Logistic Regression (LR). Our study focuses on assessing the accuracy of QML and CML approaches on real-world security datasets. The results provide light on the advantages and disadvantages of both QML and CML methodologies, with implications for their use in security data analysis. The experimental findings provide useful information on the applicability of QML and CML for security-related applications. The study contributes to the growing field of quantum machine learning research, particularly in the context of security data analysis, and offers helpful advice for academics and practitioners working in this area.  © 2023 IEEE.",Logistic Regression; Machine Learning; Neural Networks; Quantum Machine Learning; Support Vector Machine,Information analysis; Iterative methods; Learning systems; Logistic regression; Security systems; Cross model; Learning performance; Logistics regressions; Machine-learning; Neural-networks; Quantum machine learning; Quantum machines; Security datum; Support vectors machine; Support vector machines,"2023 IEEE World AI IoT Congress, AIIoT 2023",Conference paper
