Authors,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords,Index Keywords,Conference name
,"2019 IEEE Congress on Evolutionary Computation, CEC 2019 - Proceedings",2019,"2019 IEEE Congress on Evolutionary Computation, CEC 2019 - Proceedings",0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071304551&partnerID=40&md5=ccc7fa8acad4b6370901f4b74540d949,The proceedings contain 443 papers. The topics discussed include: QDSOMA: towards the utilization of quantum computing within SOMA; how learning strategies can promote an evolving population in dynamic environments; a memetic algorithm for symbolic regression; hybrid ISMC-PIO and receding horizon control for UAVs formation; automatic parameter tuning using Bayesian optimization method; automatic generation of optimization algorithms for production lot-sizing problems; exploring multi-objective optimization for multi-label classifier ensembles; enhancing LQR controller using optimized real-time system by GDE3 and NSGA-II algorithms and comparing with conventional method; solving the traveling salesman problem with a multi-agent system; and achieving flexible scheduling of heterogeneous workflows in cloud through a genetic programming based approach.,,,"2019 IEEE Congress on Evolutionary Computation, CEC 2019"
Gilyén A.; Su Y.; Low G.H.; Wiebe N.,Quantum singular value transformation and beyond: Exponential improvements for quantum matrix arithmetics,2019,Proceedings of the Annual ACM Symposium on Theory of Computing,194,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068780463&doi=10.1145%2f3313276.3316366&partnerID=40&md5=8688ee5ce94b7cecb6d0c22b7c10b648,"An n-qubit quantum circuit performs a unitary operation on an exponentially large, 2n-dimensional, Hilbert space, which is a major source of quantum speed-ups. We develop a new “Quantum singular value transformation” algorithm that can directly harness the advantages of exponential dimensionality by applying polynomial transformations to the singular values of a block of a unitary operator. The transformations are realized by quantum circuits with a very simple structure – typically using only a constant number of ancilla qubits – leading to optimal algorithms with appealing constant factors. We show that our framework allows describing many quantum algorithms on a high level, and enables remarkably concise proofs for many prominent quantum algorithms, ranging from optimal Hamiltonian simulation to various quantum machine learning applications. We also devise a new singular vector transformation algorithm, describe how to exponentially improve the complexity of implementing fractional queries to unitaries with a gapped spectrum, and show how to efficiently implement principal component regression. Finally, we also prove a quantum lower bound on spectral transformations. © 2019 Copyright held by the owner/author(s). Publication rights licensed to ACM.",Block-encdoing; Quantum signal processing; Qubitization,Computation theory; Hamiltonians; Machine learning; Quantum optics; Qubits; Signal processing; Block-encdoing; Polynomial transformations; Principal component regression; Quantum algorithms; Quantum lower bounds; Quantum signal processing; Qubitization; Spectral transformations; Linear transformations,"51st Annual ACM SIGACT Symposium on Theory of Computing, STOC 2019"
Darwish S.M.; Shendi T.A.; Younes A.,Quantum-inspired genetic programming model with application to predict toxicity degree for chemical compounds,2019,Expert Systems,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065339122&doi=10.1111%2fexsy.12415&partnerID=40&md5=7076d2cfd2cbca3cb909aa40ec3902e7,"Cheminformatics plays a vital role in maintaining large amounts of chemical data. The reliable prediction of toxic effects of chemicals in living systems is highly desirable in domains such as cosmetics, drug design, food safety, and the manufacturing of chemical compounds. Toxicity prediction requires several new approaches for knowledge discovery from data to paradigm composite associations between the modules of the chemical compound; the computational demands of such techniques increase greatly with the number of chemical compounds involved. State-of-the-art prediction methods such as neural networks and multilayer regression require either tuning parameters or complex transformations of predictor or outcome variables and do not achieve highly accurate results. This paper proposes a quantum-inspired genetic programming model to improve prediction accuracy. Genetic programming is utilized to give a linear equation for calculating the degree of toxicity more accurately. Quantum computing is employed to improve the selection of the best-of-run individuals and handles parsimony pressure to reduce the complexity of solutions. The results of the internal validation analysis indicated that the quantum-inspired genetic programming model has better goodness-of-fit statistics then and significantly outperforms the neural network model. © 2019 John Wiley & Sons, Ltd",cheminformatics; genetic programming; prediction model; quantum computing,Chemical contamination; Complex networks; Forecasting; Genetic algorithms; Indicators (chemical); Multilayer neural networks; Quantum computers; Toxicity; Cheminformatics; Complex transformations; Computational demands; Genetic programming modeling; Goodness-of-fit statistics; Multi-layer regressions; Prediction model; Quantum Computing; Genetic programming,
Gupta R.S.; Biercuk M.J.,Machine Learning for Predictive Estimation of Qubit Dynamics Subject to Dephasing,2018,Physical Review Applied,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049574628&doi=10.1103%2fPhysRevApplied.9.064042&partnerID=40&md5=e992bbc844eebf74c7506dc32662dc15,"Decoherence remains a major challenge in quantum computing hardware, and a variety of physical-layer controls provide opportunities to mitigate the impact of this phenomenon through feedback and feed-forward control. In this work, we compare a variety of machine-learning algorithms derived from diverse fields for the task of state estimation (retrodiction) and forward prediction of future qubit-state evolution for a single qubit subject to classical, non-Markovian dephasing. Our approaches involve the construction of a dynamical model capturing qubit dynamics via autoregressive or Fourier-type protocols using only a historical record of projective measurements. A detailed comparison of achievable prediction horizons, model robustness, and measurement-noise-filtering capabilities for Kalman filters (KFs) and Gaussian process regression (GPR) algorithms is provided. We demonstrate superior performance from the autoregressive KF relative to Fourier-based KF approaches and focus on the role of filter optimization in achieving suitable performance. Finally, we examine several realizations of GPR using different kernels and discover that these approaches are generally not suitable for forward prediction. We highlight the linkages between predictive performance and kernel structure, and we identify ways in which forward predictions are susceptible to numerical artifacts. © 2018 American Physical Society.",,Forecasting; Kalman filters; Learning algorithms; Network layers; Qubits; Spurious signal noise; Filter optimization; Gaussian process regression; Historical records; Measurement noise filtering; Prediction horizon; Predictive estimation; Predictive performance; Projective measurement; Machine learning,
Lee C.-W.; Lin B.-Y.,Application of hybrid quantum tabu search with support vector regression (SVR) for load forecasting,2016,Energies,23,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012244394&doi=10.3390%2fen9110873&partnerID=40&md5=6b144c6974eb8d6df7a498843323cae3,Hybridizing chaotic evolutionary algorithms with support vector regression (SVR) to improve forecasting accuracy is a hot topic in electricity load forecasting. Trapping at local optima and premature convergence are critical shortcomings of the tabu search (TS) algorithm. This paper investigates potential improvements of the TS algorithm by applying quantum computing mechanics to enhance the search information sharing mechanism (tabu memory) to improve the forecasting accuracy. This article presents an SVR-based load forecasting model that integrates quantum behaviors and the TS algorithm with the support vector regression model (namely SVRQTS) to obtain a more satisfactory forecasting accuracy. Numerical examples demonstrate that the proposed model outperforms the alternatives. © 2016 by the authors.,Electric load forecasting; Quantum computing mechanics; Quantum tabu search (QTS) algorithm; Support vector regression (SVR),Electric power plant loads; Forecasting; Quantum computers; Regression analysis; Tabu search; Vectors; Electricity load forecasting; Forecasting accuracy; Load forecasting model; Pre-mature convergences; Quantum Computing; Support vector regression (SVR); Support vector regression models; Tabu search algorithms; Electric load forecasting,
Mozaffari A.; Azad N.L.; Emami M.; Fathi A.,Mixed continuous/binary quantum-inspired learning system with non-negative least square optimisation for automated design of regularised ensemble extreme learning machines,2016,Journal of Experimental and Theoretical Artificial Intelligence,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925068096&doi=10.1080%2f0952813X.2015.1020574&partnerID=40&md5=1b6ea496ca4f40b5337df813d455ff15,"In this paper, a hybrid quantum-inspired evolutionary algorithm (QIEA) is proposed to automatically design regularised ensemble extreme learning machines (EELMs). Quantum evolutionary computing is a relatively recent spot-lighted concept which takes advantage from both the evolutionary and quantum computing laws. In general, QIEAs have been proven to be really powerful for optimising complex engineering tasks. The fascinating trait of observation operator in QIEA enables us to transform the quantum bits to both the binary and continuous spaces. Here, the authors present a mix continuous/binary version of QIEA, to find out whether it is suited for designing regularised EELMs. Indeed, the design process of EELM is conducted at two different levels, i.e. hyper and low levels. At the low level, some novel criteria are presented in the form of penalty functions to enable the optimiser searching for parsimonious, compact and accurate regularised extreme learning machines, as individual components of the ensemble. At the hyper-level, the non-negative least square error optimisation technique is utilised to deterministically find the most eligible components for designing the ensemble. Through extensive numerical experiments, the authors demonstrate that the proposed method is really efficient for the automated design of EELM identifiers. © 2015 Taylor & Francis.",ensemble extreme learning machine; evolutionary ensemble design; quantum evolutionary algorithm; regression problems; regularisation penalty function,Algorithms; Design; Evolutionary algorithms; Knowledge acquisition; Learning algorithms; Numerical methods; Quantum computers; Evolutionary computing; Extreme learning machine; Hybrid quantum-inspired evolutionary algorithms; Individual components; Optimisation techniques; Penalty function; Quantum evolutionary algorithms; Regression problem; Learning systems,
Yu C.-H.; Gao F.; Lin S.; Wang J.,Quantum data compression by principal component analysis,2019,Quantum Information Processing,45,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068579196&doi=10.1007%2fs11128-019-2364-9&partnerID=40&md5=10f7bf456297ae4c0e6384ec7acbabe2,"Data compression can be achieved by reducing the dimensionality of high-dimensional but approximately low-rank datasets, which may in fact be described by the variation of a much smaller number of parameters. It often serves as a preprocessing step to surmount the curse of dimensionality and to gain efficiency, and thus it plays an important role in machine learning and data mining. In this paper, we present a quantum algorithm that compresses an exponentially large high-dimensional but approximately low-rank dataset in quantum parallel, by dimensionality reduction (DR) based on principal component analysis (PCA), the most popular classical DR algorithm. We show that the proposed algorithm has a runtime polylogarithmic in the dataset’s size and dimensionality, which is exponentially faster than the classical PCA algorithm, when the original dataset is projected onto a polylogarithmically low-dimensional space. The compressed dataset can then be further processed to implement other tasks of interest, with significantly less quantum resources. As examples, we apply this algorithm to reduce data dimensionality for two important quantum machine learning algorithms, quantum support vector machine and quantum linear regression for prediction. This work demonstrates that quantum machine learning can be released from the curse of dimensionality to solve problems of practical importance. © 2019, Springer Science+Business Media, LLC, part of Springer Nature.",Curse of dimensionality; Data compression; Principal component analysis; Quantum algorithm; Quantum machine learning,Data compression; Data mining; Data reduction; Large dataset; Learning algorithms; Machine learning; Quantum theory; Support vector machines; Curse of dimensionality; Dimensionality reduction; Low-dimensional spaces; Practical importance; Pre-processing step; Quantum algorithms; Quantum data compression; Quantum machines; Principal component analysis,
,"2011 1st International eConference on Computer and Knowledge Engineering, ICCKE 2011",2011,"2011 1st International eConference on Computer and Knowledge Engineering, ICCKE 2011",0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874289559&partnerID=40&md5=62afa2bfd758f2336f4312a551ca234a,The proceedings contain 62 papers. The topics discussed include: wind speed short term forecast by neuro fuzzy modeling with aid of mutual information at Manjil wind power plant; the effect of sample property on optimum search by quantum computing; a new embedded e-nose system in smoke detection; fuzzy support vector regression; modeling a resource management method using hierarchical colored Petri nets; memetic algorithms for solving university course time tabling problem; solving the parameter identification problem using shuffled frog leaping with opposition-based initialization; support vector regression with fuzzy target output; a new measure for comparing stopping criteria of fuzzy decision tree; a reversible data hiding scheme based on maximum histogram gap of image blocks; and epileptic seizure detection using GARCH model on EEG signals.,,,"2011 1st International eConference on Computer and Knowledge Engineering, ICCKE 2011"
Yu C.-H.; Gao F.; Liu C.; Huynh D.; Reynolds M.; Wang J.,Quantum algorithm for visual tracking,2019,Physical Review A,41,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061264835&doi=10.1103%2fPhysRevA.99.022301&partnerID=40&md5=71daeb15136823d48b7d10bcc571c192,"Visual tracking (VT) is the process of locating a moving object of interest in a video. It is a fundamental problem in computer vision, with various applications in human-computer interaction, security and surveillance, robot perception, traffic control, etc. In this paper, we address this problem in the quantum setting, and present a quantum algorithm for VT based on the framework proposed by Henriques et al. [IEEE Trans. Pattern Anal. Mach. Intell. 7, 583 (2015)ITPIDJ0162-882810.1109/TPAMI.2014.2345390]. Our algorithm comprises two phases: training and detection. In the training phase, in order to discriminate the object and background, the algorithm trains a ridge regression classifier in the quantum state form where the optimal fitting parameters of ridge regression are encoded in the amplitudes. In the detection phase, the classifier is then employed to generate a quantum state whose amplitudes encode the responses of all the candidate image patches. The algorithm is shown to be polylogarithmic in scaling, when the image data matrices have low condition numbers, and therefore may achieve exponential speedup over the best classical counterpart. However, only quadratic speedup can be achieved when the algorithm is applied to implement the ultimate task of Henriques's framework, i.e., detecting the object position. We also discuss two other important applications related to VT: (1) object disappearance detection and (2) motion behavior matching, where much more significant speedup over the classical methods can be achieved. This work demonstrates the power of quantum computing in solving computer vision problems. © 2019 American Physical Society.",,Computer vision; Human robot interaction; Number theory; Object detection; Problem solving; Quantum computers; Quantum optics; Regression analysis; Traffic control; Visual servoing; Classical counterpart; Classical methods; Computer vision problems; Condition numbers; Optimal fitting parameters; Quadratic speedup; Quantum algorithms; Security and surveillances; Human computer interaction,
Cochrane C.J.; Lenahan P.M.,Real time exponentially weighted recursive least squares adaptive signal averaging for enhancing the sensitivity of continuous wave magnetic resonance,2008,Journal of Magnetic Resonance,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-53549115333&doi=10.1016%2fj.jmr.2008.08.004&partnerID=40&md5=190153539d3532231a9841994caecebe,This study involves the use of adaptive signal processing techniques to improve the sensitivity of continuous wave electrically detected magnetic resonance. The approach should be of widespread utility in continuous wave magnetic resonance experiments of all kinds. We utilize adaptive signal averaging to expedite the averaging process usually performed in magnetic resonance experiments. We were capable of reducing the noise variance in a single trace by a factor of 11.3 which is equivalent to reduction in time by the same factor. This factor can be quite significant especially when signal averaging must be performed over the span of many hours to days. This technique may also be tailored to conventional electron spin resonance experiments and other techniques where signal averaging is utilized. The approach may offer promise in the eventual development of spin based quantum computing. © 2008 Elsevier Inc. All rights reserved.,Electrically detected magnetic resonance; Semiconductor reliability; Signal averaging; Signal processing; Signal to noise,"Algorithms; Computer Systems; Data Interpretation, Statistical; Least-Squares Analysis; Magnetic Resonance Spectroscopy; Reproducibility of Results; Sensitivity and Specificity; Atoms; Curve fitting; Experiments; Least squares approximations; Magnetic materials; Magnetic resonance; Quantum computers; Signal processing; Spin dynamics; algorithm; article; computer system; nuclear magnetic resonance spectroscopy; regression analysis; reproducibility; sensitivity and specificity; statistical analysis; Electrically detected magnetic resonance; Semiconductor reliability; Signal averaging; Signal to noise; Resonance",
Lee C.-W.; Lin B.-Y.,Applications of the chaotic quantum genetic algorithm with support vector regression in load forecasting,2017,Energies,17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034952530&doi=10.3390%2fen10111832&partnerID=40&md5=a53e7a71768e8080214adac5d728aadf,"Accurate electricity forecasting is still the critical issue in many energy management fields. The applications of hybrid novel algorithms with support vector regression (SVR) models to overcome the premature convergence problem and improve forecasting accuracy levels also deserve to be widely explored. This paper applies chaotic function and quantum computing concepts to address the embedded drawbacks including crossover and mutation operations of genetic algorithms. Then, this paper proposes a novel electricity load forecasting model by hybridizing chaotic function and quantum computing with GA in an SVR model (named SVRCQGA) to achieve more satisfactory forecasting accuracy levels. Experimental examples demonstrate that the proposed SVRCQGA model is superior to other competitive models. © 2017 by the authors; licensee MDPI, Basel, Switzerland.",Chaotic mapping function; Electricity demand forecasting; Quantum genetic algorithm (QGA); Support vector regression (SVR),Electric power plant loads; Genetic algorithms; Quantum computers; Regression analysis; Chaotic mapping; Chaotic quantum genetic algorithms; Crossover and mutation; Electricity demand forecasting; Electricity load forecasting; Pre-mature convergences; Quantum genetic algorithm; Support vector regression (SVR); Forecasting,
Ciliberto C.; Herbster M.; Ialongo A.D.; Pontil M.; Rocchetto A.; Severini S.; Wossnig L.,Quantum machine learning: A classical perspective,2018,"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences",226,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045295868&doi=10.1098%2frspa.2017.0551&partnerID=40&md5=1a614b547b0290390dbe0660f22ff1f4,"Recently, increased computational power and data availability, as well as algorithmic advances, have led machine learning (ML) techniques to impressive results in regression, classification, data generation and reinforcement learning tasks. Despite these successes, the proximity to the physical limits of chip fabrication alongside the increasing size of datasets is motivating a growing number of researchers to explore the possibility of harnessing the power of quantum computation to speed up classical ML algorithms. Here we review the literature in quantum ML and discuss perspectives for a mixed readership of classical ML and quantum computation experts. Particular emphasis will be placed on clarifying the limitations of quantum algorithms, how they compare with their best classical counterparts and why quantum resources are expected to provide advantages for learning problems. Learning in the presence of noise and certain computationally hard problems in ML are identified as promising directions © 2018 The Authors.",Computing; Machine learning; Quantum; Quantum,Learning systems; Quantum computers; Quantum theory; Reinforcement learning; Chip fabrication; Classical counterpart; Computational power; Computing; Data availability; Quantum; Quantum algorithms; Quantum resources; Artificial intelligence,
Ma Y.; Niu P.; Zhang X.; Li G.,Research and application of quantum-inspired double parallel feed-forward neural network,2017,Knowledge-Based Systems,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029144770&doi=10.1016%2fj.knosys.2017.09.013&partnerID=40&md5=097aeb9b20bf83c9cc311000d38e9706,"A novel artificial neural network called fast learning network (FLN) was proposed by Li et al. in 2014, which showed better performance than some famous traditional artificial neural network algorithms. Inspired by the conventional FLN and quantum mechanics, this work proposes a kind of quantum-inspired double parallel feed-forward neural network (QIDPFNN). Compared with the FLN, the proposed algorithm presents two obvious differentials. Firstly, the input weights between hidden layer and input layer are generated by quantum computing. Secondly, a new hidden layer activation function is introduced. In order to verify the QIDPFNN validity, it is applied to 13 regression applications. The experimental results show that the QIDPFNN owns better generalization ability and stronger stability than FLN on most applications. Simultaneously, the QIDPFNN is applied to build NOx emission concentration model and thermal efficiency model of a 330 MW circulating fluidized bed boiler. The experiment results demonstrate that the proposed method has high regression precision, strong stability and generalization ability. © 2017 Elsevier B.V.",Circulating fluidized bed boiler; Feed-forward neural network; NOx emission concentration model; Quantum computing; Quantum-inspired double-parallel feed-forward neural network,Boilers; Fluidized bed process; Neural networks; Nitrogen oxides; Pulverized fuel fired boilers; Quantum computers; Quantum theory; Artificial neural network algorithm; Circulating fluidized bed boiler; Generalization ability; NOx emissions; Parallel feed forwards; Quantum Computing; Regression applications; Research and application; Fluidized beds,
Koza J.R.,Human-competitive results produced by genetic programming,2010,Genetic Programming and Evolvable Machines,238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954956281&doi=10.1007%2fs10710-010-9112-3&partnerID=40&md5=e0495b7e43ad5c80e88084296ed7cf12,"Genetic programming has now been used to produce at least 76 instances of results that are competitive with human-produced results. These human-competitive results come from a wide variety of fields, including quantum computing circuits, analog electrical circuits, antennas, mechanical systems, controllers, game playing, finite algebras, photonic systems, image recognition, optical lens systems, mathematical algorithms, cellular automata rules, bioinformatics, sorting networks, robotics, assembly code generation, software repair, scheduling, communication protocols, symbolic regression, reverse engineering, and empirical model discovery. This paper observes that, despite considerable variation in the techniques employed by the various researchers and research groups that produced these human-competitive results, many of the results share several common features. Many of the results were achieved by using a developmental process and by using native representations regularly used by engineers in the fields involved. The best individual in the initial generation of the run of genetic programming often contains only a small number of operative parts. Most of the results that duplicated the functionality of previously issued patents were novel solutions, not infringing solutions. In addition, the production of human-competitive results, as well as the increased intricacy of the results, are broadly correlated to increased availability of computing power tracked by Moore's law. The paper ends by predicting that the increased availability of computing power (through both parallel computing and Moore's law) should result in the production, in the future, of an increasing flow of human-competitive results, as well as more intricate and impressive results. © Springer Science+Business Media, LLC 2010.",Automated design; Developmental genetic programming; Genetic programming; Human-competitive results; Moore's law; Parallel computing; Patented inventions,Analog circuits; Bioinformatics; Cellular automata; Communication; Game theory; Image communication systems; Image recognition; Lens antennas; Network protocols; Networks (circuits); Optical communication; Parallel architectures; Parallel flow; Patents and inventions; Pattern recognition systems; Quantum computers; Reengineering; Reverse engineering; Automated design; Developmental genetic programming; Moore's Law; Parallel Computing; Patented invention; Genetic programming,
,"2012 International Conference on Systems and Informatics, ICSAI 2012",2012,"2012 International Conference on Systems and Informatics, ICSAI 2012",0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864212781&partnerID=40&md5=0c4e812dcae3e77940a52e173b81cab1,The proceedings contain 587 papers. The topics discussed include: CMOS image sensor interface controller design for video surveillance; the non-recursive estimation using a batch filter based on particle filtering; detection on PSOLA-modified voices by seeking out duplicated fragments; soil moisture quantitative study of the Nanhui tidal flat in the Yangtze river estuary by using ENVISAT ASAR data; cover song identification using an enhanced chroma over a binary classifier based similarity measurement framework; the study of memorization index based On W-GFP during the observation Of TV commercials; a creative personalized recommendation algorithm - user-based slope one algorithm; an EM algorithm for switching regression with three regimes; CDBIA: a dynamic community detection method based on incremental analysis; and a novel heuristic differential evolution optimization algorithm based on the chaos optimization and quantum computing.,,,"2012 International Conference on Systems and Informatics, ICSAI 2012"
Zaspel P.; Huang B.; Harbrecht H.; Von Lilienfeld O.A.,Boosting Quantum Machine Learning Models with a Multilevel Combination Technique: Pople Diagrams Revisited,2019,Journal of Chemical Theory and Computation,65,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061928298&doi=10.1021%2facs.jctc.8b00832&partnerID=40&md5=60f1e0ed34211cc55ca9abfc3c83d2af,"                             Inspired by Pople diagrams popular in quantum chemistry, we introduce a hierarchical scheme, based on the multilevel combination (C) technique, to combine various levels of approximations made when molecular energies are calculated. When combined with quantum machine learning (QML) models, the resulting CQML model is a generalized unified recursive kernel ridge regression that exploits correlations implicitly encoded in training data composed of multiple levels in multiple dimensions. Here, we have investigated up to three dimensions: chemical space, basis set, and electron correlation treatment. Numerical results have been obtained for atomization energies of a set of ∼7000 organic molecules with up to 7 atoms (not counting hydrogens) containing CHONFClS, as well as for ∼6000 constitutional isomers of C                             7                             H                             10                             O                             2                             . CQML learning curves for atomization energies suggest a dramatic reduction in necessary training samples calculated with the most accurate and costly method. In order to generate millisecond estimates of CCSD(T)/cc-pvdz atomization energies with prediction errors reaching chemical accuracy (∼1 kcal/mol), the CQML model requires only ∼100 training instances at CCSD(T)/cc-pvdz level, rather than thousands within conventional QML, while more training molecules are required at lower levels. Our results suggest a possibly favorable trade-off between various hierarchical approximations whose computational cost scales differently with electron number.                          © 2018 American Chemical Society.",,,
,"6th International Conference on Theory and Practice of Natural Computing, TPNC 2017",2017,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041312118&partnerID=40&md5=9249b55b681852777c01ee65cfff0bb1,The proceedings contain 24 papers. The special focus in this conference is on Theory and Practice of Natural Computing. The topics include: An evolutionary algorithm based on graph theory metrics for fuzzy cognitive maps learning; fuzzy petri nets with linear orders for intervals; networks of polarized splicing processors; robust combinatorial circuits in chemical reaction networks; watson-crick partial words; Topological classification of RNA structures via intersection graph; splicing-inspired recognition and composition of musical collectives styles; regularized stacked auto-encoder based pre-training for generalization of multi-layer perceptron; historical markings in neuroevolution of augmenting topologies revisited; a formal framework for composing qualitative models of biological systems; Long-short term memory network for RNA structure profiling super-resolution; hamming distance kernelisation via topological quantum computation; typing quantum superpositions and measurement; heat-bath algorithmic cooling with correlated-qubits relaxation; time-space complexity advantages for quantum computing; a statistical approach to the identification of diploid cellular automata; modelling curvature effects using L-systems: From discrete and deterministic to continuous and stochastic; exploring target change related fitness reduction in the moving point dynamic environment; a smart discovery service in internet of things using swarm intelligence; GPU-accelerated evolutionary induction of regression trees; Bezier curve parameterization methods for solving optimal control problems of SIR model; Learning interval-valued fuzzy cognitive maps with PSO algorithm for abnormal stock return prediction.,,,"6th International Conference on Theory and Practice of Natural Computing, TPNC 2017"
Patel O.P.; Tiwari A.,Liver disease diagnosis using quantum-based binary neural network learning algorithm,2015,Advances in Intelligent Systems and Computing,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927732903&doi=10.1007%2f978-81-322-2220-0_34&partnerID=40&md5=20ed0917151651b5faae5be83a2e9202,"In this paper, a liver disease diagnosis is carried out using quantum-based binary neural network learning algorithm (QBNN-L). The proposed method constructively form the neural network architecture, and weights are decided by quantum computing concept. The use of quantum computing improves performance in terms of number of neurons at hidden layer and classification accuracy and precision. Same is compared with various classification algorithms such as logistic, linear logistic regression, multilayer perceptron, support vector machine (SVM). Results are showing improvement in terms of generalization accuracy and precision. © Springer India 2015.",,Algorithms; Diagnosis; Network architecture; Problem solving; Quantum computers; Soft computing; Support vector machines; Binary neural networks; Classification accuracy; Classification algorithm; Generalization accuracy; Hidden layers; Logistic regressions; Multi layer perceptron; Quantum Computing; Learning algorithms,
Wang Z.; Zeng S.; Guo J.,State of health estimation with an improved Gaussian process regression,2019,Proceedings - Annual Reliability and Maintainability Symposium,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069974277&doi=10.1109%2fRAMS.2019.8769233&partnerID=40&md5=b7886570d3f04439feaa83d25d67b86e,"State of health estimation is crucial for ensuring the safety and reliability of lithium-ion batteries. However, due to various user's habits, the discharging profiles of the lithium-ion battery are totally different in practice, thereby limiting applications of many feature-based methods in real operations. Compared with the discharging process, the charging process is usually executed in a more peaceable and predictable manner. Therefore, two time-related aging features are extracted from the constant current-constant voltage charging process in this work. By introducing the quantum computing theory into the classical intelligent learning model, an improved Gaussian process regression framework, as well as its application to describe relations between extracted features and the battery SOH, is proposed and illustrated in detail. With datasets of lithium-ion batteries by NASA, experiment and comparison results validate the effectiveness, accuracy and superiority of the presented online SOH estimation framework. © 2019 IEEE.",Gaussian process regression; Lithium-ion battery; Quantum particle swarm optimization; State of health,Battery management systems; Charging (batteries); Computation theory; Gaussian distribution; Gaussian noise (electronic); Health; Ions; Maintainability; NASA; Particle swarm optimization (PSO); Quantum computers; Quantum theory; Regression analysis; Reliability; Comparison result; Discharging process; Feature-based method; Gaussian process regression; Intelligent learning; Quantum Computing; Quantum particle swarm optimization; State of health; Lithium-ion batteries,"2019 Annual Reliability and Maintainability Symposium, RAMS 2019"
Darwish S.M.,Quantum inspired genetic programming model to predict toxicity degree for chemical compounds,2019,International Journal of Artificial Intelligence,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115266496&doi=10.29099%2fIJAIR.V2I2.64&partnerID=40&md5=8f52e85066bb82dbe37d59d261967ab6,"Cheminformatics plays a vital role to maintain a large amount of chemical data. A reliable prediction of toxic effects of chemicals in living systems is highly desirable in domains such as cosmetics, drug design, food safety, and manufacturing chemical compounds. Toxicity prediction topic requires several new approaches for knowledge discovery from data to paradigm composite associations between the modules of the chemical compound; such techniques need more computational cost as the number of chemical compounds increases. State-of-the-art prediction methods such as neural network and multi-layer regression that requires either tuning parameters or complex transformations of predictor or outcome variables are not achieving high accuracy results. This paper proposes a Quantum Inspired Genetic Programming “QIGP” model to improve the prediction accuracy. Genetic Programming is utilized to give a linear equation for calculating toxicity degree more accurately. Quantum computing is employed to improve the selection of the best-of-run individuals and handles parsimony pressure to reduce the complexity of the solutions. The results of the internal validation analysis indicated that the QIGP model has the better goodness of fit statistics and significantly outperforms the Neural Network model. © 2017 International Journal of Artificial Intelegence Research. All rights reserved.",Cheminformatics; Genetic programming; Prediction; Quantum computing,,
Li R.Y.; Di Felice R.; Rohs R.; Lidar D.A.,Quantum annealing versus classical machine learning applied to a simplified computational biology problem,2018,npj Quantum Information,118,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050879782&doi=10.1038%2fs41534-018-0060-8&partnerID=40&md5=543784c47736647cf8e496874f7ae06c,"Transcription factors regulate gene expression, but how these proteins recognize and specifically bind to their DNA targets is still debated. Machine learning models are effective means to reveal interaction mechanisms. Here we studied the ability of a quantum machine learning approach to classify and rank binding affinities. Using simplified data sets of a small number of DNA sequences derived from actual binding affinity experiments, we trained a commercially available quantum annealer to classify and rank transcription factor binding. The results were compared to state-of-the-art classical approaches for the same simplified data sets, including simulated annealing, simulated quantum annealing, multiple linear regression, LASSO, and extreme gradient boosting. Despite technological limitations, we find a slight advantage in classification performance and nearly equal ranking performance using the quantum annealer for these fairly small training data sets. Thus, we propose that quantum annealing might be an effective method to implement machine learning for certain computational biology problems. © 2018, The Author(s).",,Annealing; Binding energy; Bioinformatics; Classification (of information); DNA sequences; Learning systems; Linear regression; Quantum theory; Simulated annealing; Transcription; Transcription factors; Classification performance; Computational biology; Interaction mechanisms; Machine learning models; Multiple linear regressions; Ranking performance; Technological limitations; Transcription factor binding; Learning to rank,
